                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    171,                  1.589,                 1.7643,                   1.73,                0.47526,                    0.5,                0.35861,                0.09465,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    172,                 1.0323,                 1.1881,                 1.0349,                0.47526,                    0.5,                0.35861,                0.09465,                      0,                    inf,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                0.91578,                 1.1478,                 1.0925,                0.47526,                    0.5,                0.35861,                0.09465,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    174,                  1.409,                 1.4249,                 1.0601,                0.47526,                    0.5,                0.35861,                0.09465,                      0,                    inf,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                  1.323,                 1.3868,                  1.045,                0.46664,                    0.5,                0.26445,                0.07792,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    176,                 1.0537,                 1.9162,                 1.4829,                0.46664,                    0.5,                0.26445,                0.07792,                      0,                    inf,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                0.63571,                 1.3291,                 1.2418,                0.46664,                    0.5,                0.26445,                0.07792,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    178,                 1.3925,                 2.1929,                 1.2609,                0.46664,                    0.5,                0.26445,                0.07792,                      0,                    inf,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                0.88829,                 1.2809,                0.96959,                0.46848,                    0.5,                0.25913,                0.07758,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    180,                0.62226,                 1.4009,                0.89321,                0.46848,                    0.5,                0.25913,                0.07758,                      0,                    inf,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.3285,                 1.9723,                 1.4991,                0.46848,                    0.5,                0.25913,                0.07758,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    182,                0.84456,                 1.4687,                  1.002,                0.46848,                    0.5,                0.25913,                0.07758,                      0,                    inf,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                0.81307,                 1.2696,                0.75546,                0.46823,                    0.5,                0.26049,                0.07757,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    184,                0.83107,                 1.3191,                 1.0351,                0.46823,                    0.5,                0.26049,                0.07757,                      0,                    inf,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                 1.0886,                 1.4419,                  1.048,                0.46823,                    0.5,                0.26049,                0.07757,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    186,                 1.0831,                 1.2502,                  1.242,                0.46823,                    0.5,                0.26049,                0.07757,                      0,                    inf,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.2668,                 2.0665,                 1.4813,                0.48827,                    0.5,                0.50649,                0.15234,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    188,                   0.55,                 1.5787,                 1.0493,                0.48827,                    0.5,                0.50649,                0.15234,                      0,                    inf,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                 1.3059,                 1.1676,                 1.1298,                0.48827,                    0.5,                0.50649,                0.15234,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    190,                 1.2891,                 2.3161,                  1.527,                0.48827,                    0.5,                0.50649,                0.15234,                      0,                    inf,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                 1.2419,                  2.331,                 1.3587,                0.74645,                    0.5,                0.50587,                0.10216,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    192,                 1.2132,                 1.7557,                 1.5927,                0.74645,                    0.5,                0.50587,                0.10216,                      0,                    inf,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                 1.0557,                 1.6194,                 1.3446,                0.74645,                    0.5,                0.50587,                0.10216,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    194,                 1.4055,                 1.8244,                 1.8606,                0.74645,                    0.5,                0.50587,                0.10216,                      0,                    inf,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.1757,                  2.135,                 1.5813,                0.82865,                    0.5,                0.50426,                0.10124,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    196,                 0.8079,                 1.4911,                 1.3828,                0.82865,                    0.5,                0.50426,                0.10124,                      0,                    inf,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.83708,                  1.602,                 1.1696,                0.82865,                    0.5,                0.50426,                0.10124,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    198,                 1.2064,                  1.745,                 1.4541,                0.82865,                    0.5,                0.50426,                0.10124,                      0,                    inf,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                0.88866,                 1.7664,                 1.0859,                0.82934,                    0.5,                0.50362,                0.10132,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
